Player,Full name,Wyscout id,Team,Team within selected timeframe,Team logo,Competition,Position,Primary position,"Primary position, %",Secondary position,"Secondary position, %",Third position,"Third position, %",Age,Birthday,Market value,Contract expires,Matches played,Minutes played,Goals,xG,Assists,xA,Duels per 90,"Duels won, %",Birth country,Passport country,Foot,Height,Weight,On loan,Successful defensive actions per 90,Defensive duels per 90,"Defensive duels won, %",Aerial duels per 90,"Aerial duels won, %",Sliding tackles per 90,PAdj Sliding tackles,Shots blocked per 90,Interceptions per 90,PAdj Interceptions,Fouls per 90,Yellow cards,Yellow cards per 90,Red cards,Red cards per 90,Successful attacking actions per 90,Goals per 90,Non-penalty goals,Non-penalty goals per 90,xG per 90,Head goals,Head goals per 90,Shots,Shots per 90,"Shots on target, %","Goal conversion, %",Assists per 90,Crosses per 90,"Accurate crosses, %",Crosses from left flank per 90,"Accurate crosses from left flank, %",Crosses from right flank per 90,"Accurate crosses from right flank, %",Crosses to goalie box per 90,Dribbles per 90,"Successful dribbles, %",Offensive duels per 90,"Offensive duels won, %",Touches in box per 90,Progressive runs per 90,Accelerations per 90,Received passes per 90,Received long passes per 90,Fouls suffered per 90,Passes per 90,"Accurate passes, %",Forward passes per 90,"Accurate forward passes, %",Back passes per 90,"Accurate back passes, %",Short / medium passes per 90,"Accurate short / medium passes, %",Long passes per 90,"Accurate long passes, %","Average pass length, m","Average long pass length, m",xA per 90,Shot assists per 90,Second assists per 90,Third assists per 90,Smart passes per 90,"Accurate smart passes, %",Key passes per 90,Passes to final third per 90,"Accurate passes to final third, %",Passes to penalty area per 90,"Accurate passes to penalty area, %",Through passes per 90,"Accurate through passes, %",Deep completions per 90,Deep completed crosses per 90,Progressive passes per 90,"Accurate progressive passes, %","Accurate vertical passes, %",Vertical passes per 90,Conceded goals,Conceded goals per 90,Shots against,Shots against per 90,Clean sheets,"Save rate, %",xG against,xG against per 90,Prevented goals,Prevented goals per 90,Back passes received as GK per 90,Exits per 90,Aerial duels per 90.1,Free kicks per 90,Direct free kicks per 90,"Direct free kicks on target, %",Corners per 90,Penalties taken,"Penalty conversion, %",season,Position_Group,PDI,processing_date,data_source,ml_features_applied
S. Romphopak,Supawit Romphopak,-285059,Nakhon Ratchasima,Nakhon Ratchasima,https://cdn5.wyscout.com/photos/team/public/g21279_120x120.png,Thai League,"RB, RW, RAMF",RB,48.0,RW,20.0,RAMF,14.0,28.0,1996-07-18,0,2025-06-30,20,1231,1,0.73,0,1.08,12.72,50.57,Thailand,['Thailand'],right,0,0,False,8.04,7.31,61.0,1.54,42.86,0.29,0.38,0.29,3.29,4.3,1.02,2,0.15,0,0.0,1.61,0.07,1,0.07,0.05,0,0.0,9,0.66,22.22,11.111,0.0,2.49,44.12,0.0,0.0,2.49,44.12,0.22,1.02,35.71,2.56,31.43,0.73,0.73,0.15,14.91,1.02,0.66,21.79,78.19,10.67,78.77,1.75,91.67,16.08,87.27,3.36,60.87,20.82,27.26,0.08,0.58,0.15,0.0,0.0,0.0,0.29,3.66,70.0,2.41,51.52,0.44,50.0,0.51,1.02,7.46,81.37,74.71,6.36,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,1.54,0.0,0.0,0.0,0.0,0,0.0,2024-25,DEF,51.729829340213584,2025-08-09T10:11:32.095737,simple_processor,True
Tardeli,Tardeli Barros Machado Reis,-171951,Port FC,Port FC,https://cdn5.wyscout.com/photos/team/public/g8067_120x120.png,Thai League,"CF, RW",CF,66.0,RW,13.0,,0.0,35.0,1990-03-02,250000,2025-06-30,21,1213,3,4.85,1,0.54,17.21,40.09,Brazil,"['Brazil', 'Thailand']",right,185,0,False,3.34,2.52,61.76,4.3,37.93,0.07,0.13,0.0,1.71,2.9,0.74,4,0.3,0,0.0,2.23,0.22,2,0.15,0.36,1,0.07,34,2.52,32.35,8.824,0.07,1.34,50.0,0.45,33.33,0.89,58.33,0.0,1.48,45.0,8.24,34.23,3.34,0.96,0.15,15.43,2.23,1.48,21.59,77.32,4.15,64.29,7.2,86.6,18.99,81.64,1.34,38.89,17.27,16.76,0.04,0.52,0.0,0.0,0.15,50.0,0.15,1.78,70.83,1.78,54.17,0.37,20.0,0.74,0.59,2.45,90.91,77.11,6.16,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,4.3,0.3,0.3,25.0,0.0,1,100.0,2024-25,FWD,47.61606853968497,2025-08-09T10:11:32.095737,simple_processor,True
S. Panthong,Sorawit Panthong,440471,Muang Thong United,Muang Thong United,https://cdn5.wyscout.com/photos/team/public/2860_120x120.png,Thai League,"LDMF, DMF, LCMF",LDMF,30.0,DMF,20.0,LCMF,12.0,28.0,1997-02-20,150000,2025-06-30,17,1207,4,2.49,2,1.18,13.12,50.57,Thailand,['Thailand'],left,177,66,False,7.75,6.86,47.83,1.27,41.18,0.6000000000000001,0.92,0.15,3.88,5.95,2.61,6,0.45,0,0.0,2.24,0.3,3,0.22,0.19,0,0.0,22,1.64,59.09,18.182,0.15,1.12,33.33,0.8200000000000001,36.36,0.3,25.0,0.07,0.97,84.62,3.73,58.0,0.8200000000000001,0.97,0.15,30.35,0.6000000000000001,0.97,43.25,86.38,14.17,76.84,5.89,94.94,38.03,91.76,4.1,50.91,17.47,30.22,0.09,1.12,0.0,0.0,0.3,25.0,0.15,7.53,75.25,2.31,38.71,0.52,28.57,0.67,0.37,6.79,79.12,91.67,16.11,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,1.27,0.67,0.3,75.0,2.39,1,100.0,2024-25,MID,53.91030264562188,2025-08-09T10:11:32.095737,simple_processor,True
Claudio,Claudio Rafael Nascimento Santos,324682,Sukhothai,Sukhothai,https://cdn5.wyscout.com/photos/team/public/g27290_120x120.png,Thai League,"RCB, LCB",RCB,67.0,LCB,25.0,,0.0,32.0,1993-04-15,300000,2025-06-30,13,1198,2,0.56,1,0.71,10.67,62.68,Brazil,['Brazil'],right,192,83,False,8.64,4.66,69.35,3.61,56.25,0.15,0.2,0.45,5.26,7.14,0.98,3,0.23,1,0.08,0.15,0.15,2,0.15,0.04,0,0.0,4,0.3,50.0,50.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,42.86,0.8300000000000001,0.08,0.0,21.71,0.3,0.0,34.33,84.46,13.45,69.83,1.88,96.0,30.13,90.27,4.21,42.86,22.74,38.69,0.05,0.3,0.0,0.0,0.0,0.0,0.15,2.55,50.0,0.38,0.0,0.15,0.0,0.15,0.0,5.93,62.03,94.67,16.9,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.65,0.0,3.61,0.0,0.0,0.0,0.0,0,0.0,2024-25,DEF,49.40429242284512,2025-08-09T10:11:32.095737,simple_processor,True
M. Ballini,Marco Ballini,-36172,BG Pathum United,BG Pathum United,https://cdn5.wyscout.com/photos/team/public/g13080_120x120.png,Thai League,"LCB3, LCB",LCB3,83.0,LCB,16.0,,0.0,26.0,1998-06-12,100000,2026-06-30,14,1192,0,0.08,0,0.16,11.55,60.13,Italy,['Italy'],left,198,0,False,7.32,5.51,63.01,3.55,65.96,0.08,0.11,0.53,3.78,5.66,1.13,3,0.23,0,0.0,0.23,0.0,0,0.0,0.01,0,0.0,2,0.15,0.0,0.0,0.0,0.3,50.0,0.3,50.0,0.0,0.0,0.08,0.15,50.0,0.98,38.46,0.08,0.6000000000000001,0.08,30.05,0.3,0.15,39.94,87.52,18.8,80.72,2.72,97.22,34.66,93.9,5.06,44.78,20.83,36.29,0.01,0.23,0.0,0.0,0.0,0.0,0.08,5.8100000000000005,67.53,0.98,30.77,0.08,0.0,0.23,0.15,8.08,80.37,93.65,14.27,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,3.55,0.0,0.0,0.0,0.0,0,0.0,2024-25,DEF,53.442043981703925,2025-08-09T10:11:32.095737,simple_processor,True
Irfan Fandi,Irfan bin Fandi Ahmad,398866,Port FC,Port FC,https://cdn5.wyscout.com/photos/team/public/g8067_120x120.png,Thai League,"RCB, LCB",RCB,80.0,LCB,19.0,,0.0,27.0,1997-08-13,300000,2025-06-30,15,1189,0,0.42,0,0.0,13.78,63.19,Singapore,['Singapore'],right,186,0,False,7.65,4.77,58.73,5.22,69.57,0.15,0.26,0.8300000000000001,4.69,7.95,1.21,5,0.38,1,0.08,0.45,0.0,0,0.0,0.03,0,0.0,6,0.45,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,66.67,2.72,52.78,0.76,0.61,0.0,27.48,0.08,0.8300000000000001,40.72,91.82,16.58,88.13,1.21,93.75,38.38,94.48,2.35,48.39,20.77,29.65,0.0,0.0,0.08,0.0,0.08,0.0,0.0,5.9,71.79,0.38,0.0,0.0,0.0,0.08,0.0,5.98,82.28,96.41,19.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.61,0.0,5.22,0.0,0.0,0.0,0.0,0,0.0,2024-25,DEF,54.6430569249911,2025-08-09T10:11:32.095737,simple_processor,True
Y. Namuangrak,Yodrak Namuangrak,287864,Rayong,Rayong,https://cdn5.wyscout.com/photos/team/public/g23913_120x120.png,Thai League,"LB5, LB",LB5,53.0,LB,46.0,,0.0,35.0,1989-09-19,75000,2025-06-30,16,1183,1,0.58,0,0.77,13.31,46.29,Thailand,['Thailand'],left,170,68,False,7.68,6.85,54.44,2.13,50.0,0.38,0.49,0.38,3.58,4.59,1.14,3,0.23,0,0.0,1.37,0.08,1,0.08,0.04,0,0.0,11,0.84,27.27,9.091,0.0,2.59,23.53,2.59,23.53,0.0,0.0,0.15,0.76,50.0,2.66,28.57,0.91,1.45,0.15,18.49,2.05,0.38,26.02,71.05,12.1,71.07,3.42,84.44,20.01,79.09,3.5,58.7,21.47,33.67,0.06,0.91,0.08,0.0,0.15,100.0,0.15,4.34,70.18,2.97,30.77,0.3,25.0,0.46,0.84,7.3,70.83,61.11,6.85,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.53,0.0,2.13,0.23,0.0,0.0,1.14,0,0.0,2024-25,DEF,46.45428180024947,2025-08-09T10:11:32.095737,simple_processor,True
P. Hemviboon,Pansa Hemviboon,331611,Buriram United,Buriram United,https://cdn5.wyscout.com/photos/team/public/4517_120x120.png,Thai League,"RCB3, LCB3, CB",RCB3,46.0,LCB3,23.0,CB,22.0,34.0,1990-07-08,150000,2026-06-30,16,1180,3,2.44,0,0.0,7.63,64.0,Thailand,['Thailand'],right,191,81,False,5.64,3.2,64.29,3.2,66.67,0.0,0.0,0.61,3.58,6.27,0.46,0,0.0,0,0.0,0.61,0.23,3,0.23,0.19,1,0.08,13,0.99,53.85,23.077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,50.0,0.31,25.0,1.14,0.23,0.0,40.04,0.46,0.0,50.0,93.11,23.11,88.45,2.21,96.55,48.36,95.9,3.66,56.25,17.85,29.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.19,79.41,0.23,66.67,0.38,40.0,0.23,0.0,7.78,84.31,97.08,20.9,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.14,0.0,3.2,0.0,0.0,0.0,0.0,0,0.0,2024-25,DEF,48.110971461371946,2025-08-09T10:11:32.095737,simple_processor,True
S. Kraikruan,Songwut Kraikruan,-240755,Muang Thong United,Muang Thong United,https://cdn5.wyscout.com/photos/team/public/2860_120x120.png,Thai League,"RCB3, LCB, RCB",RCB3,31.0,LCB,27.0,RCB,15.0,23.0,2001-11-06,125000,2025-06-30,19,1171,1,0.46,0,0.0,12.22,65.41,Thailand,['Thailand'],right,188,0,False,9.38,5.53,65.28,3.77,67.35,0.31,0.5,0.6900000000000001,5.46,8.91,1.0,3,0.23,0,0.0,0.23,0.08,1,0.08,0.04,1,0.08,6,0.46,16.67,16.667,0.0,0.08,100.0,0.08,100.0,0.0,0.0,0.0,0.08,100.0,0.85,81.82,0.46,0.6900000000000001,0.0,32.05,0.23,0.54,42.58,88.99,19.6,83.14,2.23,96.55,38.89,92.29,3.61,53.19,20.6,32.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.61,73.26,0.61,50.0,0.46,66.67,0.23,0.08,8.38,85.32,95.09,17.22,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.54,0.0,3.77,0.0,0.0,0.0,0.0,0,0.0,2024-25,DEF,54.90618037828423,2025-08-09T10:11:32.095737,simple_processor,True
Lee Jong-Cheon,Jong-cheon  Lee,-248008,Nakhon Ratchasima,Nakhon Ratchasima,https://cdn5.wyscout.com/photos/team/public/g21279_120x120.png,Thai League,"RCB, LB, RB",RCB,35.0,LB,21.0,RB,14.0,25.0,1999-08-20,0,,20,1167,1,0.72,0,0.0,15.5,55.22,Korea Republic,['Korea Republic'],unknown,190,0,False,9.64,5.63,50.68,4.86,65.08,0.6900000000000001,0.89,0.6900000000000001,6.09,7.82,1.08,3,0.23,1,0.08,0.39,0.08,1,0.08,0.06,0,0.0,7,0.54,14.29,14.286,0.0,0.15,0.0,0.08,0.0,0.08,0.0,0.0,0.39,80.0,3.01,43.59,0.6900000000000001,0.54,0.08,16.89,0.23,0.31,26.45,77.84,13.11,68.82,1.85,91.67,22.37,86.9,3.93,29.41,25.07,36.74,0.0,0.0,0.0,0.15,0.0,0.0,0.0,3.16,51.22,0.54,0.0,0.15,0.0,0.08,0.0,6.5600000000000005,52.94,87.62,8.1,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.46,0.0,4.86,0.0,0.0,0.0,0.0,0,0.0,2024-25,DEF,54.366684996379746,2025-08-09T10:11:32.095737,simple_processor,True
T. Jaihan,Thakdanai Jaihan,-74881,Chiangrai United,Chiangrai United,https://cdn5.wyscout.com/photos/team/public/g14802_120x120.png,Thai League,"CF, LCMF, RWF",CF,34.0,LCMF,27.0,RWF,17.0,23.0,2002-01-12,0,,19,1161,0,0.26,2,1.71,14.26,42.93,Thailand,['Thailand'],,0,0,False,5.74,5.5,57.75,1.47,21.05,0.93,1.3,0.0,1.63,2.28,1.63,2,0.16,0,0.0,1.32,0.0,0,0.0,0.02,0,0.0,6,0.47,33.33,0.0,0.16,1.4,38.89,0.78,40.0,0.62,37.5,0.08,0.78,40.0,5.19,40.3,1.32,0.47,0.0,16.51,0.54,1.32,24.19,82.37,6.9,70.79,5.58,90.28,20.23,87.36,2.64,67.65,18.7,29.9,0.13,1.09,0.08,0.0,0.39,80.0,0.54,4.19,81.48,1.94,64.0,1.01,76.92,0.85,0.47,4.65,76.67,86.6,7.52,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,1.47,0.7000000000000001,0.16,50.0,2.09,0,0.0,2024-25,FWD,49.86823222451527,2025-08-09T10:11:32.095737,simple_processor,True
A. Boodjinda,Arthit Boodjinda,431416,Rayong,Rayong,https://cdn5.wyscout.com/photos/team/public/g23913_120x120.png,Thai League,CF,CF,92.0,,0.0,,0.0,30.0,1994-08-07,100000,2025-06-30,18,1159,2,4.2,0,0.34,20.19,34.23,Thailand,['Thailand'],right,180,0,True,3.42,3.26,57.14,6.21,40.0,0.31,0.41,0.08,1.24,1.64,1.55,1,0.08,0,0.0,1.24,0.16,2,0.16,0.33,1,0.08,35,2.72,31.43,5.714,0.0,0.47,0.0,0.23,0.0,0.23,0.0,0.0,1.24,31.25,8.31,22.43,3.96,0.31,0.08,8.31,0.78,1.16,10.56,71.32,2.8,55.56,3.03,89.74,9.78,75.4,0.39,40.0,15.2,9.67,0.03,0.62,0.0,0.08,0.0,0.0,0.23,1.09,50.0,0.7000000000000001,33.33,0.08,100.0,0.47,0.0,1.32,64.71,78.38,2.87,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.21,0.0,0.0,0.0,0.0,0,0.0,2024-25,FWD,52.81878856604266,2025-08-09T10:11:32.095737,simple_processor,True
B. Phala,Bordin Phala,333994,Port FC,Port FC,https://cdn5.wyscout.com/photos/team/public/g8067_120x120.png,Thai League,LW,LW,82.0,,0.0,,0.0,30.0,1994-12-18,0,2026-06-30,13,1153,5,3.98,5,2.7,14.21,47.25,Thailand,['Thailand'],right,182,71,False,3.28,2.58,57.58,0.86,36.36,0.0,0.0,0.16,1.8,2.9,0.55,1,0.08,0,0.0,5.54,0.39,4,0.31,0.31,0,0.0,33,2.58,48.48,12.121,0.39,2.97,42.11,2.97,42.11,0.0,0.0,0.39,5.23,55.22,9.76,44.0,3.98,4.53,0.86,28.65,2.34,1.33,34.89,81.21,9.05,72.41,8.43,94.44,29.58,87.07,2.34,56.67,17.78,40.97,0.21,1.72,0.16,0.0,0.39,40.0,0.7000000000000001,3.82,79.59,3.75,62.5,0.31,25.0,1.48,1.17,6.63,84.71,84.09,10.3,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.16,0.16,50.0,0.23,0,0.0,2024-25,FWD,55.12550941504983,2025-08-09T10:11:32.095737,simple_processor,True
T. Antonis,Terry Antonis,148952,Uthai Thani,Uthai Thani,https://cdn5.wyscout.com/photos/team/public/g27287_120x120.png,Thai League,"LCMF, LDMF, RCMF",LCMF,38.0,LDMF,25.0,RCMF,12.0,31.0,1993-11-26,300000,2025-06-30,16,1147,1,1.2,3,1.32,13.34,50.0,Australia,"['Australia', 'Greece']",right,180,74,False,6.28,5.49,61.43,1.26,43.75,0.63,0.98,0.31,2.28,3.54,1.18,4,0.31,0,0.0,1.96,0.08,0,0.0,0.09,0,0.0,18,1.41,16.67,5.556,0.24,2.51,25.0,1.33,41.18,1.1,7.14,0.47,1.8,52.17,5.02,43.75,1.26,1.33,0.24,41.27,0.63,0.94,50.0,84.29,17.11,72.48,8.32,98.11,44.88,91.61,7.69,59.18,20.47,36.29,0.1,0.78,0.0,0.0,0.47,33.33,0.71,11.93,72.37,4.39,35.71,1.88,29.17,1.33,0.71,9.02,81.74,85.87,21.66,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,1.26,0.47,0.0,0.0,0.24,1,100.0,2024-25,MID,48.00735390029798,2025-08-09T10:11:32.095737,simple_processor,True
S. Chaolaokhwan,Sunchai Chaolaokhwan,-286684,Nakhon Pathom,Nakhon Pathom,https://cdn5.wyscout.com/photos/team/public/g8070_120x120.png,Thai League,"RCMF3, CF",RCMF3,38.0,CF,24.0,,0.0,25.0,2000-03-13,0,,17,1140,0,0.71,0,0.08,13.34,43.79,Thailand,['Thailand'],right,0,0,False,5.13,5.05,65.63,2.05,34.62,0.47,0.6000000000000001,0.08,1.34,1.69,1.11,4,0.32,1,0.08,0.79,0.0,0,0.0,0.06,0,0.0,15,1.18,26.67,0.0,0.0,0.95,16.67,0.08,0.0,0.87,18.18,0.08,1.18,26.67,4.58,32.76,0.71,0.39,0.0,18.08,0.79,0.95,23.84,83.44,5.53,74.29,5.45,94.2,21.63,88.32,1.26,50.0,14.4,13.19,0.01,0.32,0.0,0.0,0.0,0.0,0.08,2.29,79.31,1.42,27.78,0.24,66.67,0.32,0.16,2.76,74.29,77.91,6.79,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.05,0.0,0.0,0.0,0.08,0,0.0,2024-25,MID,49.51860691717941,2025-08-09T10:11:32.095737,simple_processor,True
J. Praisuwan,Jakkaphan Praisuwan,474288,Bangkok United,Bangkok United,https://cdn5.wyscout.com/photos/team/public/g8068_120x120.png,Thai League,"RB, RCB, DMF",RB,24.0,RCB,13.0,DMF,12.0,30.0,1994-08-16,250000,2026-06-30,15,1128,0,1.05,1,0.8300000000000001,9.89,58.06,Thailand,['Thailand'],right,177,72,False,8.06,4.47,71.43,1.99,36.0,0.08,0.15,0.48,4.79,8.74,0.4,0,0.0,0,0.0,0.72,0.0,0,0.0,0.08,0,0.0,10,0.8,20.0,0.0,0.08,0.8,30.0,0.16,0.0,0.56,28.57,0.08,0.32,50.0,1.6800000000000002,38.1,0.48,0.64,0.08,33.83,1.12,0.64,46.2,87.22,20.51,81.32,4.63,94.83,38.86,92.2,6.7,64.29,19.85,31.81,0.07,0.88,0.0,0.0,0.16,100.0,0.24,10.61,76.69,2.23,46.43,1.6,45.0,0.56,0.16,9.57,85.83,92.39,15.72,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.64,0.0,1.99,1.36,0.24,33.33,1.6800000000000002,0,0.0,2024-25,DEF,50.78720014282062,2025-08-09T10:11:32.095737,simple_processor,True
T. Lated,Todsapol Lated,153464,Lamphun Warrior,Lamphun Warrior,https://cdn5.wyscout.com/photos/team/public/g27286_120x120.png,Thai League,LCB,LCB,81.0,,0.0,,0.0,35.0,1989-05-07,50000,2025-06-30,14,1124,1,0.67,1,0.0,8.41,54.29,Thailand,['Thailand'],left,181,78,False,5.93,3.36,57.14,3.68,56.52,0.24,0.36,0.56,3.76,5.64,0.56,4,0.32,0,0.0,0.32,0.08,1,0.08,0.05,1,0.08,6,0.48,66.67,16.667,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,66.67,0.8,0.0,0.0,17.22,0.16,0.0,26.74,87.13,13.61,80.59,0.8,80.0,22.42,93.93,4.32,51.85,20.55,32.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,63.83,0.16,0.0,0.0,0.0,0.08,0.0,4.64,79.31,96.72,9.77,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,3.68,0.0,0.0,0.0,0.0,0,0.0,2024-25,DEF,46.45400684549192,2025-08-09T10:11:32.095737,simple_processor,True
Negueba,Guilherme Ferreira Pinto,163621,Lamphun Warrior,Lamphun Warrior,https://cdn5.wyscout.com/photos/team/public/g27286_120x120.png,Thai League,"RAMF, RWF, RW",RAMF,52.0,RWF,17.0,RW,17.0,33.0,1992-04-07,300000,2025-06-30,17,1121,2,1.72,3,2.79,25.85,47.83,Brazil,['Brazil'],right,172,65,False,5.54,4.42,47.27,1.85,34.78,0.24,0.36,0.08,3.21,4.82,1.61,4,0.32,0,0.0,7.23,0.16,2,0.16,0.14,0,0.0,11,0.88,36.36,18.182,0.24,4.26,35.85,0.4,0.0,3.85,39.58,1.04,8.35,63.46,17.34,49.54,2.01,4.17,1.04,16.06,3.21,3.37,25.21,67.52,7.79,59.79,4.74,79.66,19.03,75.11,2.09,61.54,18.26,27.9,0.22,1.04,0.0,0.08,0.32,25.0,0.64,3.21,60.0,4.74,44.07,0.56,42.86,1.12,1.69,6.18,77.92,69.42,9.71,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.85,0.16,0.0,0.0,0.64,0,0.0,2024-25,MID,49.228625791948815,2025-08-09T10:11:32.095737,simple_processor,True
G. Čaušić,Goran Čaušić,158208,Buriram United,Buriram United,https://cdn5.wyscout.com/photos/team/public/4517_120x120.png,Thai League,"RCMF3, RCMF",RCMF3,55.0,RCMF,24.0,,0.0,33.0,1992-05-05,0,2026-06-30,12,1118,3,1.41,1,1.27,11.35,48.94,Serbia,['Serbia'],right,180,75,False,4.35,2.66,75.76,1.45,44.44,0.08,0.16,0.16,2.25,4.4,0.24,1,0.08,0,0.0,1.53,0.24,3,0.24,0.11,1,0.08,12,0.97,41.67,25.0,0.08,1.05,23.08,0.0,0.0,1.05,23.08,0.24,1.13,71.43,4.75,38.98,2.17,1.37,0.08,43.95,0.48,0.97,50.0,91.36,11.91,83.11,10.06,98.4,50.0,94.56,3.62,66.67,17.88,30.8,0.1,0.89,0.16,0.24,0.08,100.0,0.4,6.92,86.05,1.53,52.63,0.4,40.0,1.21,0.24,4.91,81.97,93.36,23.02,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.64,0.0,1.45,0.0,0.0,0.0,0.0,0,0.0,2024-25,MID,46.82180310533238,2025-08-09T10:11:32.095737,simple_processor,True
A. Waenlor,Adisak Waenlor,439199,Nong Bua Pitchaya FC,Nong Bua Pitchaya FC,https://cdn5.wyscout.com/photos/team/public/g27105_120x120.png,Thai League,"RCMF, LCMF, RDMF",RCMF,24.0,LCMF,23.0,RDMF,20.0,31.0,1994-02-07,0,,15,1116,1,0.26,1,0.44,10.56,48.09,Thailand,['Thailand'],right,182,0,False,5.73,5.5600000000000005,60.87,1.21,26.67,0.16,0.2,0.08,2.18,2.73,1.37,3,0.24,1,0.08,0.4,0.08,1,0.08,0.02,0,0.0,2,0.16,50.0,50.0,0.08,0.24,33.33,0.0,0.0,0.24,33.33,0.0,0.32,75.0,2.98,35.14,0.16,0.08,0.0,11.61,0.08,0.4,18.06,83.93,5.97,75.68,2.98,81.08,16.37,86.21,1.45,66.67,18.07,19.47,0.04,0.16,0.0,0.0,0.08,0.0,0.08,2.18,70.37,0.56,42.86,0.16,50.0,0.24,0.08,2.26,89.29,90.79,6.13,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,1.21,0.0,0.0,0.0,0.0,0,0.0,2024-25,MID,44.579530159937946,2025-08-09T10:11:32.095737,simple_processor,True
M. Creevey,Maxx Peter Creevey,-171984,Buriram United,Buriram United,https://cdn5.wyscout.com/photos/team/public/4517_120x120.png,Thai League,"LCB, LCB3",LCB,62.0,LCB3,35.0,,0.0,30.0,1995-04-28,0,2025-06-30,14,1108,0,0.0,0,0.18,10.23,54.76,Thailand,"['Thailand', 'Australia']",left,183,73,False,7.47,5.2,71.88,2.44,43.33,0.5700000000000001,0.6900000000000001,0.32,3.17,3.84,0.49,1,0.08,0,0.0,0.16,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.16,100.0,0.08,100.0,0.08,100.0,0.0,0.0,0.0,1.22,13.33,0.32,0.24,0.08,11.78,0.16,0.08,22.66,87.46,10.72,79.55,0.97,100.0,19.49,91.25,3.01,62.16,19.5,30.81,0.01,0.08,0.0,0.0,0.0,0.0,0.0,2.36,72.41,0.32,75.0,0.0,0.0,0.16,0.16,3.9,62.5,95.5,9.02,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,2.44,0.0,0.0,0.0,0.0,0,0.0,2024-25,DEF,50.844040491263435,2025-08-09T10:11:32.095737,simple_processor,True
T. Palachom,Teerapong Palachom,-287177,Nong Bua Pitchaya FC,Nong Bua Pitchaya FC,https://cdn5.wyscout.com/photos/team/public/g27105_120x120.png,Thai League,LB,LB,97.0,,0.0,,0.0,28.0,1996-11-22,0,2025-06-30,12,1080,0,0.06,1,1.11,9.42,53.98,Thailand,['Thailand'],left,170,0,False,5.67,4.92,55.93,1.83,50.0,0.42,0.56,0.08,2.5,3.36,0.8300000000000001,4,0.33,0,0.0,1.5,0.0,0,0.0,0.0,0,0.0,3,0.25,0.0,0.0,0.08,3.0,38.89,3.0,38.89,0.0,0.0,0.42,0.58,57.14,1.75,47.62,0.08,1.08,0.0,24.17,0.75,0.33,34.92,77.57,15.58,73.8,3.33,97.5,26.58,87.46,5.83,52.86,21.84,43.01,0.09,1.17,0.08,0.0,0.0,0.0,0.17,7.58,65.93,3.58,41.86,0.75,33.33,0.5,1.17,9.25,76.58,73.48,11.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,1.83,1.17,0.0,0.0,1.75,0,0.0,2024-25,DEF,50.298390073622585,2025-08-09T10:11:32.095737,simple_processor,True
